position_id,ticker,asset_type,execution_mode,contract_symbol,expiry,strike,entry_timestamp,entry_trade_date,entry_slot,entry_spot,entry_option_price,entry_bid,entry_ask,entry_iv_pct,contracts,allocated_cash,success_rate,matched_signals,current_drop_pct,rolling_sigma_20d_pct,planned_tp_day1,planned_tp_day2,planned_stop,option_open_interest,option_volume,option_spread_pct,option_liquidity_status,asof_et,current_spot,current_option_price,current_bid,current_ask,current_iv_pct,current_price_source,current_exit_signal_price,current_exit_signal_source,current_quote_reliable,position_value,unrealized_pnl,unrealized_return_pct,business_days_held,session,spot_price_source,spot_data_asof_et
AVGO_20260528T100505,AVGO,option,option,AVGO260717C00420000,2026-07-17,420.0,2026-05-28T10:05:05.949315-04:00,2026-05-28,early_entry_1005,419.6499938964844,31.25,30.35,32.15,51.03503555297851,4,12500.0,89.19,37,0.52,36.99,35.9375,35.9375,28.125,2631.0,27.0,0.05759999999999991,ok,2026-05-28T11:35:03.979729-04:00,424.4849853515625,35.225,34.45,36.0,52.118398742675765,bid_ask_mid,35.225,bid_ask_mid,True,14090.0,1590.0000000000005,12.719999999999999,0,regular,1m pre/post close,2026-05-28T11:35:00-04:00
