variant,ticker,entry_date,exit_date,success_rate,matched_signals,allocated_cash,contracts,entry_option_price,exit_option_price,target_option_price,stop_option_price,target_spot,stop_spot,pnl,return_pct,exit_reason,days_held
fixed_15_12,ALNY,2025-08-04,2025-08-05,100.0,37,6041.634716452896,2,30.208173582264482,34.73939961960415,34.73939961960415,26.583192752392744,,,906.245207467934,14.999999999999991,fixed_tp,1
fixed_15_12,ALNY,2025-08-06,2025-08-07,100.0,33,6054.283237470494,2,30.271416187352468,34.812128615455336,34.812128615455336,26.638846244870173,,,908.1424856205731,14.999999999999991,fixed_tp,1
fixed_15_12,ALNY,2025-08-08,2025-08-11,100.0,14,8989.8732397618,3,29.966244132539334,34.46118075242023,34.46118075242023,26.370294836634613,,,1348.48098596427,14.999999999999991,fixed_tp,1
fixed_15_12,AVGO,2025-08-11,2025-08-12,100.0,25,9335.103224801553,8,11.668879031001941,13.41921088565223,13.41921088565223,10.268613547281708,,,1400.2654837202317,14.999999999999991,fixed_tp,1
fixed_15_12,ALNY,2025-08-13,2025-08-14,100.0,12,8838.639323552152,3,29.462131078507173,33.88145074028325,33.88145074028325,25.926675349086313,,,1325.7958985328223,14.999999999999991,fixed_tp,1
fixed_15_12,ALNY,2025-08-14,2025-08-15,100.0,36,9043.750325971092,3,30.14583441990364,34.66770958288918,34.66770958288918,26.528334289515204,,,1356.5625488956612,14.999999999999968,fixed_tp,1
fixed_15_12,ALNY,2025-08-15,2025-08-18,100.0,28,11994.100446897954,4,29.985251117244882,34.483038784831614,34.483038784831614,26.387020983175496,,,1799.1150670346924,14.999999999999991,fixed_tp,1
fixed_15_12,SOXL,2025-08-18,2025-08-19,96.875,32,12845.727601241846,53,2.423722188913556,2.132875526243929,2.7872805172505895,2.132875526243929,,,-1541.48731214902,-11.99999999999999,stop,1
fixed_15_12,ALNY,2025-08-19,2025-08-20,100.0,23,12215.568354202445,4,30.538920885506112,35.119759018332026,35.119759018332026,26.874250379245378,,,1832.3352531303644,14.999999999999991,fixed_tp,1
fixed_15_12,KLAC,2025-08-20,2025-08-22,100.0,12,10200.744346387099,2,51.00372173193549,58.654279991725815,58.654279991725815,44.883275124103235,,,1530.1116519580646,14.999999999999991,fixed_tp,2
fixed_15_12,ALNY,2025-08-21,2025-08-22,100.0,36,12444.300747765961,4,31.110751869414905,35.777364649827135,35.777364649827135,27.377461645085116,,,1866.6451121648934,14.999999999999991,fixed_tp,1
fixed_15_12,AMZN,2025-08-22,2025-08-26,96.42857142857143,28,14298.75159761672,12,11.915626331347266,12.672907228569585,13.702970281049355,10.485751171585594,,,908.7370766667809,6.355359560328666,time_exit,2
fixed_15_12,NVDA,2025-08-27,2025-08-28,100.0,12,14873.502275966888,26,5.7205777984488035,5.034108462634947,6.5786644682161235,5.034108462634947,,,-1784.8202731160254,-11.99999999999999,stop,1
fixed_15_12,STX,2025-09-02,2025-09-03,100.0,13,13976.744990745354,20,6.988372495372677,8.036628369678578,8.036628369678578,6.149767795927956,,,2096.5117486118015,14.999999999999991,fixed_tp,1
fixed_15_12,MPWR,2025-09-03,2025-09-04,100.0,21,14327.048018456742,4,35.817620046141855,41.19026305306313,41.19026305306313,31.519505640604834,,,2149.0572027685084,14.999999999999968,fixed_tp,1
fixed_15_12,MPWR,2025-09-08,2025-09-09,100.0,20,15502.093784923894,4,38.75523446230974,34.10460632683257,44.568519631656194,34.10460632683257,,,-1860.2512541908673,-12.0,stop,1
fixed_15_12,WDC,2025-09-09,2025-09-10,100.0,25,15391.536549061932,41,3.7540333046492513,4.317138300346639,4.317138300346639,3.303549308091341,,,2308.7304823592876,14.999999999999991,fixed_tp,1
fixed_15_12,MPWR,2025-09-10,2025-09-11,100.0,28,16406.83243945346,5,32.81366487890692,28.87602509343809,37.73571461074295,28.87602509343809,,,-1968.8198927344147,-12.0,stop,1
fixed_15_12,WDC,2025-09-11,2025-09-12,100.0,24,15574.67813066805,41,3.798701983089768,4.368507280553233,4.368507280553233,3.342857745118996,,,2336.2017196002053,14.999999999999991,fixed_tp,1
fixed_15_12,STX,2025-09-12,2025-09-15,100.0,16,16301.182160038526,21,7.762467695256442,8.926837849544908,8.926837849544908,6.8309715718256685,,,2445.177324005781,15.000000000000014,fixed_tp,1
fixed_15_12,APP,2025-09-15,2025-09-16,97.05882352941177,34,16032.741888206318,4,40.08185472051579,46.094132928593154,46.094132928593154,35.272032154053896,,,2404.911283230944,14.999999999999968,fixed_tp,1
fixed_15_12,MPWR,2025-09-24,2025-09-25,100.0,24,16517.9074193343,5,33.0358148386686,29.071517058028366,37.99118706446889,29.071517058028366,,,-1982.148890320117,-12.00000000000001,stop,1
fixed_15_12,INSM,2025-09-26,2025-09-29,100.0,23,18292.51279358029,31,5.900810578574286,6.785932165360428,6.785932165360428,5.192713309145372,,,2743.8769190370404,14.999999999999991,fixed_tp,1
fixed_15_12,BKR,2025-09-29,2025-09-30,100.0,13,19719.188691885767,129,1.5286192784407573,1.3451849650278664,1.7579121702068707,1.3451849650278664,,,-2366.3026430262908,-11.99999999999999,stop,1
fixed_15_12,ROST,2025-10-06,2025-10-07,95.23809523809523,21,18251.445483197138,46,3.9677055398254653,3.4915808750464095,4.562861370799284,3.4915808750464095,,,-2190.173457983654,-11.99999999999999,stop,1
fixed_15_12,INSM,2025-10-07,2025-10-08,100.0,30,17365.13991751343,26,6.678899968274395,7.680734963515554,7.680734963515554,5.877431972081468,,,2604.770987627013,14.999999999999991,fixed_tp,1
fixed_15_12,TSLA,2025-10-08,2025-10-09,100.0,19,18798.806311881985,6,31.33134385313664,27.571582590760244,36.03104543110713,27.571582590760244,,,-2255.8567574258377,-12.0,stop,1
fixed_15_12,MPWR,2025-10-09,2025-10-10,100.0,16,17596.30367144324,4,43.990759178608094,38.711868077175126,50.58937305539931,38.711868077175126,,,-2111.5564405731875,-11.99999999999999,stop,1
fixed_15_12,AMAT,2025-10-16,2025-10-20,93.33333333333333,15,15691.366922856208,11,14.264879020778372,16.404610873895127,16.404610873895127,12.553093538284967,,,2353.7050384284285,14.999999999999991,fixed_tp,2
fixed_15_12,MPWR,2025-10-21,2025-10-22,100.0,16,14375.654728854786,2,71.87827364427393,63.25288080696106,82.66001469091502,63.25288080696106,,,-1725.078567462575,-12.0,stop,1
fixed_15_12,INTC,2025-10-23,2025-10-24,100.0,29,16799.648464674785,70,2.3999497806678267,2.7599422477680005,2.7599422477680005,2.1119558069876874,,,2519.947269701217,14.999999999999991,fixed_tp,1
fixed_15_12,ROP,2025-10-24,2025-10-27,94.11764705882352,17,17260.42366490233,10,17.26042366490233,15.189172825114051,19.849487214637676,15.189172825114051,,,-2071.2508397882775,-11.99999999999999,stop,1
fixed_15_12,ADBE,2025-10-30,2025-10-31,95.45454545454545,22,16263.389019235896,11,14.784899108396269,17.00263397465571,17.00263397465571,13.010711215388717,,,2439.5083528853866,15.000000000000014,fixed_tp,1
fixed_15_12,BKNG,2025-10-31,2025-11-03,96.55172413793103,29,17646.093526326,21,8.402901679202857,7.394553477698515,9.663336931083286,7.394553477698515,,,-2117.5312231591197,-12.0,stop,1
fixed_15_12,WBD,2025-11-03,2025-11-04,100.0,21,17181.549759409547,121,1.4199627900338467,1.6329572085389237,1.6329572085389237,1.2495672552297852,,,2577.2324639114304,14.999999999999991,fixed_tp,1
fixed_15_12,WBD,2025-11-04,2025-11-05,100.0,35,18574.970772060613,133,1.3966143437639558,1.606106495328549,1.606106495328549,1.229020622512281,,,2786.24561580909,14.999999999999991,fixed_tp,1
fixed_15_12,WBD,2025-11-05,2025-11-06,100.0,35,19882.221356471793,152,1.3080408787152495,1.504247010522537,1.504247010522537,1.1510759732694196,,,2982.3332034707673,14.999999999999991,fixed_tp,1
fixed_15_12,WBD,2025-11-07,2025-11-10,100.0,40,21458.35272043461,176,1.2192245863883302,1.4021082743465796,1.4021082743465796,1.0729176360217305,,,3218.752908065195,15.000000000000014,fixed_tp,1
fixed_15_12,WBD,2025-11-10,2025-11-11,100.0,37,23039.225288883263,191,1.2062421617216368,1.3871784859798821,1.3871784859798821,1.0614931023150405,,,3455.8837933324867,14.999999999999991,fixed_tp,1
fixed_15_12,WBD,2025-11-11,2025-11-12,100.0,38,24766.765311554595,204,1.2140571231154214,1.0683702683415708,1.3961656915827345,1.0683702683415708,,,-2972.0118373865516,-12.0,stop,1
fixed_15_12,WBD,2025-11-13,2025-11-14,100.0,29,23251.5415228093,186,1.2500828775703925,1.4375953092059512,1.4375953092059512,1.1000729322619454,,,3487.7312284213913,14.999999999999991,fixed_tp,1
fixed_15_12,MAR,2025-11-26,2025-12-01,95.83333333333334,24,23965.598945422465,21,11.4121899740107,13.124018470112302,13.124018470112302,10.042727177129416,,,3594.8398418133693,14.999999999999991,fixed_tp,2
fixed_15_12,CTSH,2025-12-02,2025-12-03,100.0,14,26842.487019124503,99,2.711362325164091,3.1180666739387046,3.1180666739387046,2.3859988461444,,,4026.373052868672,14.999999999999991,fixed_tp,1
fixed_15_12,WBD,2025-12-03,2025-12-04,100.0,23,28893.83783925671,269,1.074120365771625,0.94522592187903,1.2352384206373686,0.94522592187903,,,-3467.260540710802,-11.99999999999999,stop,1
fixed_15_12,AAPL,2025-12-08,2025-12-09,100.0,16,27096.061242152107,42,6.451443152893359,7.419159625827362,7.419159625827362,5.677269974546156,,,4064.409186322817,15.000000000000014,fixed_tp,1
fixed_15_12,GOOG,2025-12-09,2025-12-10,96.875,32,28547.088682790047,20,14.273544341395022,16.414575992604274,16.414575992604274,12.56071902042762,,,4282.063302418501,14.999999999999968,fixed_tp,1
fixed_15_12,TXN,2025-12-11,2025-12-12,100.0,15,31257.31413551229,41,7.623735155002997,8.767295428253446,8.767295428253446,6.708886936402638,,,4688.597120326838,14.999999999999991,fixed_tp,1
fixed_15_12,GOOG,2025-12-12,2025-12-15,100.0,10,32527.35728036365,24,13.553065533484853,15.586025363507579,15.586025363507579,11.926697669466671,,,4879.10359205454,14.999999999999968,fixed_tp,1
fixed_15_12,VRTX,2025-12-15,2025-12-16,96.96969696969697,33,35613.60007796668,18,19.785333376648158,22.75313338314538,22.75313338314538,17.411093371450377,,,5342.040011695004,15.000000000000014,fixed_tp,1
fixed_15_12,AVGO,2025-12-16,2025-12-17,96.66666666666667,30,36332.10183374054,12,30.276751528117114,26.64354134474306,34.818264257334675,26.64354134474306,,,-4359.852220048866,-12.0,stop,1
fixed_15_12,CSX,2025-12-17,2025-12-18,100.0,12,36540.285136945226,433,0.8438864927700976,0.9704694666856122,0.9704694666856122,0.7426201136376859,,,5481.042770541782,14.999999999999991,fixed_tp,1
fixed_15_12,CTSH,2025-12-18,2025-12-19,100.0,10,39153.0723357038,162,2.416856317018753,2.779384764571566,2.779384764571566,2.126833558976503,,,5872.960850355565,14.999999999999991,fixed_tp,1
fixed_15_12,VRTX,2025-12-22,2025-12-24,96.29629629629629,27,41684.55816480158,22,18.947526438546173,21.789655404328098,21.789655404328098,16.673823265920632,,,6252.683724720235,14.999999999999991,fixed_tp,2
fixed_15_12,CEG,2025-12-24,2025-12-29,95.1219512195122,41,44108.206516607956,19,23.21484553505682,26.697072365315343,26.697072365315343,20.429064070850004,,,6616.230977491199,15.000000000000014,fixed_tp,2
fixed_15_12,REGN,2025-12-26,2025-12-30,95.83333333333334,24,44853.921234819114,14,32.03851516772794,28.193893347600586,36.844292442887124,28.193893347600586,,,-5382.470548178295,-12.0,stop,2
fixed_15_12,ROST,2026-01-07,2026-01-08,100.0,12,45894.74712808049,114,4.02585501123513,4.629733262920399,4.629733262920399,3.5427524098869143,,,6884.212069212066,14.999999999999991,fixed_tp,1
fixed_15_12,TXN,2026-01-08,2026-01-09,100.0,10,48694.51537072167,56,8.695449173343155,9.999766549344628,9.999766549344628,7.651995272541976,,,7304.177305608246,14.999999999999991,fixed_tp,1
fixed_15_12,KLAC,2026-01-12,2026-01-13,100.0,27,45039.0687279348,5,90.0781374558696,103.58985807425003,103.58985807425003,79.26876096116524,,,6755.860309190211,14.999999999999991,fixed_tp,1
fixed_15_12,WDC,2026-01-13,2026-01-14,96.55172413793103,29,54476.28204987767,23,23.685340021685942,27.23814102493883,27.23814102493883,20.84309921908363,,,8171.442307481644,14.999999999999991,fixed_tp,1
fixed_15_12,WDC,2026-01-14,2026-01-15,96.42857142857143,28,58894.763590201714,25,23.557905436080688,27.09159125149279,27.09159125149279,20.730956783751004,,,8834.214538530265,15.000000000000014,fixed_tp,1
fixed_15_12,KLAC,2026-01-16,2026-01-20,100.0,31,56441.68008507212,6,94.06946680845353,82.78113079143911,108.17988682972155,82.78113079143911,,,-6773.001610208652,-12.0,stop,1
fixed_15_12,TXN,2026-01-23,2026-01-26,100.0,10,60740.49431962707,65,9.34469143378878,10.746395148857097,10.746395148857097,8.223328461734127,,,9111.07414794407,15.000000000000014,fixed_tp,1
fixed_15_12,KLAC,2026-01-26,2026-01-27,100.0,22,61681.44533484445,6,102.80240889140741,118.22277022511851,118.22277022511851,90.46611982443852,,,9252.216800226655,14.999999999999968,fixed_tp,1
fixed_15_12,ADI,2026-01-27,2026-01-28,94.44444444444444,18,70093.25245718447,63,11.12591308844198,12.794800051708275,12.794800051708275,9.790803517828943,,,10513.987868577664,14.999999999999991,fixed_tp,1
fixed_15_12,KLAC,2026-01-28,2026-01-29,100.0,29,65795.08347163342,6,109.65847245272236,126.10724332063072,126.10724332063072,96.49945575839568,,,9869.262520745004,14.999999999999991,fixed_tp,1
fixed_15_12,KLAC,2026-01-29,2026-01-30,100.0,24,78894.85050205485,7,112.70692928864977,99.18209777401181,129.61296868194722,99.18209777401181,,,-9467.382060246586,-12.00000000000001,stop,1
fixed_15_12,FANG,2026-01-30,2026-02-02,100.0,21,75612.50990000567,103,7.3410203786413275,6.460097933204368,8.442173435437526,6.460097933204368,,,-9073.501188000664,-11.999999999999977,stop,1
fixed_15_12,WDC,2026-02-02,2026-02-03,100.0,18,71543.21175099687,21,34.06819607190327,39.17842548268876,39.17842548268876,29.98001254327488,,,10731.48176264952,14.999999999999991,fixed_tp,1
fixed_15_12,FANG,2026-02-03,2026-02-04,100.0,24,76545.38339128852,104,7.3601330183931255,8.464152971152094,8.464152971152094,6.47691705618595,,,11481.807508693266,14.999999999999991,fixed_tp,1
fixed_15_12,KLAC,2026-02-05,2026-02-06,100.0,20,80291.93188661878,6,133.81988647769796,153.89286944935265,153.89286944935265,117.7615001003742,,,12043.789782992797,14.999999999999968,fixed_tp,1
fixed_15_12,FANG,2026-02-10,2026-02-11,100.0,13,88517.8268427899,129,6.861847042076737,7.8911240983882465,7.8911240983882465,6.038425397027528,,,13277.674026418477,14.999999999999991,fixed_tp,1
fixed_15_12,STX,2026-02-11,2026-02-12,96.7741935483871,31,91858.54722824955,20,45.929273614124774,52.818664656243485,52.818664656243485,40.4177607804298,,,13778.78208423742,14.999999999999991,fixed_tp,1
fixed_15_12,BKR,2026-02-12,2026-02-13,88.88888888888889,27,102341.43778409774,389,2.6308852900796333,2.3151790552700775,3.025518083591578,2.3151790552700775,,,-12280.972534091721,-11.99999999999999,stop,1
fixed_15_12,GILD,2026-02-17,2026-02-18,100.0,23,95635.03226346704,142,6.734861427004721,7.7450906410554285,7.7450906410554285,5.926678055764154,,,14345.254839520043,14.999999999999991,fixed_tp,1
fixed_15_12,PCAR,2026-02-19,2026-02-20,100.0,13,103347.48058916916,274,3.7718058609185827,4.337576740056369,4.337576740056369,3.3191891576083528,,,15502.122088375356,14.999999999999991,fixed_tp,1
fixed_15_12,WDC,2026-02-20,2026-02-23,100.0,26,111110.95099134555,34,32.67969146804281,37.58164518824923,37.58164518824923,28.758128491877674,,,16666.642648701833,14.999999999999991,fixed_tp,1
fixed_15_12,MPWR,2026-02-23,2026-02-24,100.0,13,112017.17893071967,14,80.01227066479977,92.01411126451973,92.01411126451973,70.4107981850238,,,16802.576839607937,14.999999999999991,fixed_tp,1
fixed_15_12,UPRO,2026-02-24,2026-02-25,100.0,23,127504.61074958922,226,5.641796935822533,6.488066476195912,6.488066476195912,4.964781303523829,,,19125.691612438386,15.000000000000014,fixed_tp,1
fixed_15_12,TXN,2026-02-25,2026-02-26,100.0,10,136923.57368901072,116,11.803756352500924,10.387305590200814,13.574319805376062,10.387305590200814,,,-16430.828842681265,-11.99999999999999,stop,1
fixed_15_12,DXCM,2026-03-03,2026-03-04,92.85714285714286,14,128896.73940667837,363,3.550874363820341,3.1247694401619,4.083505518393392,3.1247694401619,,,-15467.60872880141,-12.0,stop,1
fixed_15_12,XEL,2026-03-04,2026-03-05,100.0,11,121401.08133390604,611,1.9869244080835686,1.7484934791135405,2.284963069296104,1.7484934791135405,,,-14568.129760068725,-12.0,stop,1
fixed_15_12,WMT,2026-03-06,2026-03-10,89.47368421052632,19,113986.52119598225,212,5.37672269792369,6.183231102612243,6.183231102612243,4.731515974172847,,,17097.97817939731,14.999999999999968,fixed_tp,2
fixed_15_12,AEP,2026-03-10,2026-03-12,100.0,14,122532.70602904406,333,3.6796608417130345,4.231609967969989,4.231609967969989,3.2381015407074702,,,18379.905904356594,14.999999999999991,fixed_tp,2
fixed_15_12,WDC,2026-03-11,2026-03-12,97.14285714285714,35,120139.33323989065,55,21.843515134525575,19.222293318382505,25.12004240470441,19.222293318382505,,,-14416.719988786863,-11.99999999999999,stop,1
fixed_15_12,COST,2026-03-12,2026-03-13,95.45454545454545,22,124139.87091465916,45,27.58663798103537,31.724633678190674,31.724633678190674,24.276241423311127,,,18620.98063719888,15.000000000000014,fixed_tp,1
fixed_15_12,HON,2026-03-31,2026-04-01,100.0,21,133665.4896158619,195,6.854640493121123,7.882836567089291,7.882836567089291,6.032083633946589,,,20049.823442379275,14.999999999999991,fixed_tp,1
fixed_15_12,XEL,2026-04-01,2026-04-02,95.45454545454545,22,143935.7499873703,717,2.0074721058210643,2.3085929216942236,2.3085929216942236,1.7665754531225366,,,21590.362498105533,14.999999999999991,fixed_tp,1
fixed_15_12,HON,2026-04-02,2026-04-06,100.0,11,154554.17221573467,244,6.334187385890765,5.574084899583873,7.284315493774379,5.574084899583873,,,-18546.50066588816,-12.0,stop,1
fixed_15_12,WDC,2026-04-07,2026-04-08,96.66666666666667,30,143559.5106011481,44,32.62716150026093,37.521235725300066,37.521235725300066,28.71190212022962,,,21533.926590172196,14.999999999999991,fixed_tp,1
fixed_15_12,HON,2026-04-14,2026-04-15,100.0,21,156096.71697839128,212,7.363052687659966,6.47948636514077,8.46751059080896,6.47948636514077,,,-18731.60603740698,-12.00000000000001,stop,1
fixed_15_12,WDC,2026-04-16,2026-04-17,96.42857142857143,28,143958.04368083252,40,35.98951092020813,41.38793755823935,41.38793755823935,31.670769609783157,,,21593.706552124902,15.000000000000014,fixed_tp,1
target_close_stop12,TMUS,2025-04-23,2025-04-24,100.0,10,3884.8210569474186,3,12.949403523158063,14.422713025328804,14.422713025328804,11.395475100379095,259.3500061035156,,441.9928506512224,11.377431397021098,target_tp,1
target_close_stop12,CSGP,2025-04-24,2025-04-25,95.1219512195122,41,4819.145886122691,9,5.354606540136324,5.960369444401351,5.960369444401351,4.712053755319965,83.22000122070312,,545.1866138385249,11.31293027273681,target_tp,1
target_close_stop12,AMAT,2025-04-25,2025-04-29,94.28571428571428,35,4787.884303496093,3,15.959614344986976,15.983997364339643,17.751455895322195,14.04446062358854,151.5500030517578,,7.314905805799754,0.1527795022210121,time_exit,2
target_close_stop12,MSTR,2025-04-28,2025-04-29,91.66666666666666,24,5591.649048458328,1,55.916490484583285,62.17183350597168,62.17183350597168,49.20651162643329,369.25,,625.5343021388398,11.18693781955622,target_tp,1
target_close_stop12,CSGP,2025-04-29,2025-04-30,100.0,20,5345.865432130408,10,5.345865432130409,4.704361580274759,5.950584603510968,4.704361580274759,82.69999694824219,,-641.5038518556494,-12.00000000000001,stop,1
target_close_stop12,EA,2025-04-30,2025-05-01,100.0,12,5429.551872863744,8,6.786939841079681,7.658014559079888,7.658014559079888,5.972507060150119,145.26971740722655,,696.8597744001663,12.834572552534018,target_tp,1
target_close_stop12,BKNG,2025-05-01,2025-05-02,94.11764705882352,17,5553.59070395114,4,13.88397675987785,15.452989052722572,15.452989052722572,12.217899548692507,204.0572052001953,,627.6049171378882,11.300885329762856,target_tp,1
target_close_stop12,MNST,2025-05-05,2025-05-07,96.42857142857143,28,5958.985764043837,26,2.2919176015553218,2.016887489368683,2.5548730740636074,2.016887489368683,60.90999984741211,,-715.0782916852604,-12.0,stop,2
target_close_stop12,CSGP,2025-05-07,2025-05-08,97.22222222222221,36,5649.412706026791,10,5.649412706026791,6.286752869166712,6.286752869166712,4.971483181303576,75.33999633789062,,637.3401631399211,11.2815295377519,target_tp,1
target_close_stop12,EA,2025-05-08,2025-05-09,92.85714285714286,14,6039.445668715213,11,5.490405153377466,4.8315565349721705,6.121771739133905,4.8315565349721705,155.66000366210938,,-724.7334802458263,-12.00000000000001,stop,1
target_close_stop12,CSGP,2025-05-12,2025-05-13,96.96969696969697,33,5325.5672423797305,11,4.841424765799755,5.389151160943619,5.389151160943619,4.2604537939037845,75.37999725341797,,602.4990346582508,11.313330716467007,target_tp,1
target_close_stop12,INTU,2025-05-13,2025-05-14,94.73684210526315,19,4268.96780728709,2,21.344839036435452,23.865571608814662,23.865571608814662,18.7834583520632,656.9081237792968,,504.1465144758422,11.809564682480577,target_tp,1
target_close_stop12,TTWO,2025-05-14,2025-05-15,92.5,40,5888.046219104377,5,11.776092438208755,13.114990734770572,13.114990734770572,10.362961345623704,229.5,,669.449148280909,11.369631340678188,target_tp,1
target_close_stop12,AMAT,2025-05-15,2025-05-16,93.93939393939394,33,5909.703264564326,7,8.442433235091894,7.429341246880867,9.40378616448568,7.429341246880867,174.75,,-709.1643917477186,-11.99999999999999,stop,1
target_close_stop12,MNST,2025-05-19,2025-05-20,97.05882352941177,34,6192.23900624199,39,1.5877535913441,1.7730404371537531,1.7730404371537531,1.397223160382808,62.900001525878906,,722.6186986576477,11.669748178796446,target_tp,1
target_close_stop12,MNST,2025-05-20,2025-05-21,97.22222222222221,36,6590.157990100452,44,1.4977631795682846,1.6731132859844635,1.6731132859844635,1.3180315980200905,62.9900016784668,,771.5404682311882,11.707465426324749,target_tp,1
target_close_stop12,MNST,2025-05-22,2025-05-23,96.15384615384616,26,6988.757096358644,48,1.4559910617413843,1.7159889662053942,1.7159889662053942,1.2812721343324183,63.030998611450194,,1247.9899414272477,17.85710855621936,target_tp,1
target_close_stop12,AXON,2025-06-02,2025-06-03,97.14285714285714,35,5192.947872478821,1,51.92947872478822,57.79730664903951,57.79730664903951,45.697941277813634,758.5700073242188,,586.7827924251296,11.299608754690471,target_tp,1
