Date,Adj Close,market_norm,equity,strategy_equity_norm,return_20d,return_60d,drawdown_63d,realized_vol_20d,pct_above50,pct_above200,median_member_ret20,trend_score,breadth_score,pullback_score,vol_score,stress_penalty,reversal_score,regime_raw,regime_plot,strategy_forward_20d_return,market_forward_20d_return
2021-04-15,331.5086364746094,183.23908970131498,9803.808220171926,98.03808220171926,0.06257060531811809,0.08100721217142737,0.0,0.20766695693820328,0.875,0.9166666666666666,0.05402249926327318,25.0,35.0,6.0,15.0,0,81.0,favorable,favorable,-25.80868272642981,-6.51913973050412
2021-04-16,331.8968811035156,183.45368921564062,10293.363517606951,102.9336351760695,0.09742987454870367,0.057670461590678235,0.0,0.16551910955226054,0.8144329896907216,0.8969072164948454,0.08193810731575413,25.0,35.0,6.0,8.0,0,79.6,favorable,favorable,-26.115379045563326,-4.567123993285149
2021-04-19,328.859375,181.77472887454852,9781.549643700597,97.81549643700596,0.0835664488955048,0.03967409845277037,0.009151957359214369,0.1726853675443287,0.7422680412371134,0.8865979381443299,0.06290923816161431,25.0,35.0,6.0,8.0,0,78.2,favorable,favorable,-18.432617082447035,-4.2699635042999
2021-04-20,326.46240234375,180.44981893482262,10261.8255899233,102.61825589923302,0.05586796971897723,0.035077323687401574,0.01637399767571379,0.168009444664057,0.6597938144329897,0.8865979381443299,0.04678526689097373,25.0,35.0,6.0,8.0,0,76.8,favorable,favorable,-19.412968645553097,-4.2180524084086795
2021-04-21,329.25726318359375,181.99465879655588,9762.772486469494,97.62772486469494,0.06957325332775,0.03538012745352259,0.00795312661916403,0.16698745086576383,0.7628865979381443,0.8762886597938144,0.06269145782542063,25.0,35.0,6.0,8.0,0,75.4,favorable,favorable,-18.905637042721935,-4.922050046426474
2021-04-22,325.2881774902344,179.80077432605765,9292.71704640892,92.92717046408919,0.07480670900938291,0.02140466099400795,0.01991191839859463,0.15996172971009567,0.6907216494845361,0.8969072164948454,0.06546467464607342,25.0,35.0,6.0,8.0,0,74.0,favorable,favorable,-10.557593655507935,-1.9003582216527315
2021-04-23,329.38336181640625,182.06435893750805,8833.861767012455,88.33861767012455,0.09022576668947146,0.06392227394680083,0.007573193453196181,0.16162643369358343,0.7938144329896907,0.8865979381443299,0.07433139198578298,25.0,35.0,6.0,8.0,0,74.0,favorable,favorable,-1.7008843266833718,-3.656225742905228
2021-04-26,331.528076171875,183.24983485857214,8395.878174764848,83.95878174764849,0.08110739668312816,0.0645509008323939,0.0011112033665829912,0.15696819420742059,0.845360824742268,0.8865979381443299,0.05282320950923802,25.0,35.0,6.0,8.0,0,74.0,favorable,favorable,8.13466904318072,-2.6695694725609953
2021-04-27,330.091796875,182.45594148156994,8813.85325290245,88.1385325290245,0.07673070871847965,0.08271755655503465,0.005438689940423513,0.1590610296796719,0.8247422680412371,0.8969072164948454,0.055223120544162674,25.0,35.0,6.0,8.0,0,74.0,favorable,favorable,7.377010919615246,-2.1108223328027864
2021-04-28,328.97589111328125,181.83913234457646,8376.064372877412,83.76064372877411,0.07851861545508076,0.05275174055069276,0.008800896171492933,0.15795525315001177,0.8144329896907216,0.8865979381443299,0.06092700107462856,25.0,35.0,6.0,8.0,0,74.0,favorable,favorable,7.362777312516422,-1.4366205492787443
2021-04-29,330.1597595214844,182.49350736102312,8041.994402924727,80.41994402924728,0.0660861205489025,0.03958048462683417,0.005233919572415147,0.15203668792160027,0.7835051546391752,0.8865979381443299,0.056095498577882874,25.0,35.0,6.0,8.0,0,74.0,favorable,favorable,17.31855941570184,-2.157436100076948
2021-04-30,327.9956359863281,181.29730315108063,8404.993515657728,84.04993515657728,0.041346785492131666,0.03687990226794069,0.011754389207323523,0.14661218662988554,0.7216494845360825,0.865979381443299,0.028335235012374116,25.0,35.0,6.0,8.0,0,74.0,favorable,favorable,17.857974012205236,-1.2011897175607134
2021-05-03,326.24896240234375,180.3318414939176,8818.939433402542,88.18939433402542,0.015526435730788712,0.019303261838782282,0.01701708880900976,0.1324685577498779,0.6804123711340206,0.865979381443299,0.013026843806405619,25.0,35.0,6.0,8.0,0,74.0,favorable,favorable,7.573655121734002,-1.0024109197246278
2021-05-04,320.3778076171875,177.08660158171415,8387.722458902921,83.87722458902921,-0.0020554645575190378,-0.002423400337696724,0.034706784372388944,0.14834815515379568,0.5670103092783505,0.8556701030927835,-0.0016963103404109559,25.0,35.0,18.0,8.0,0,76.4,favorable,favorable,7.999470014374177,1.0086739174749004
2021-05-05,319.3006591796875,176.49121528572,7969.8076423286875,79.69807642328688,-0.007810091470026648,-0.012393919019624722,0.037952215404818745,0.14848557730141285,0.5567010309278351,0.845360824742268,-0.0031283106586917353,25.0,35.0,18.0,8.0,0,78.8,favorable,favorable,8.366415224546797,0.29480512181965235
2021-05-06,321.707275390625,177.8214556331276,7584.129119523079,75.84129119523078,-0.010654207554658401,-0.0047416301113102355,0.030701119212122374,0.14603125662945549,0.5773195876288659,0.8247422680412371,-0.007055124054311301,25.0,35.0,18.0,8.0,0,81.2,favorable,favorable,18.425831515817915,1.233747409337238
2021-05-07,324.31781005859375,179.2644104872735,7950.254585729892,79.50254585729893,-0.008631987655715712,0.0056261526771443915,0.022835619966425802,0.1474309619912012,0.6288659793814433,0.845360824742268,-0.012652638066253052,25.0,35.0,18.0,8.0,0,83.6,favorable,favorable,7.3296580189398775,0.7180976143772444
2021-05-10,316.1272888183594,174.737156922479,8340.208673355728,83.40208673355728,-0.03240583202228253,-0.02513169229993184,0.04751352960209909,0.17188026644771479,0.4948453608247423,0.7628865979381443,-0.036726393296747095,25.0,22.0,18.0,8.0,0,83.4,favorable,favorable,7.346247098927305,3.3767232472224906
2021-05-11,315.6906433105469,174.4958041594723,7927.286454994113,79.27286454994113,-0.044891494225705264,-0.03188933055493637,0.04882913554078916,0.16461250053394508,0.5051546391752577,0.8041237113402062,-0.043632478595003965,25.0,22.0,18.0,8.0,0,80.8,favorable,favorable,18.386555723044886,3.5443007627880663
2021-05-12,307.5196228027344,169.97932948869246,7649.657229554882,76.49657229554883,-0.058304316540039425,-0.054389391237076534,0.0734482897812414,0.18198094154811859,0.38144329896907214,0.6907216494845361,-0.052166597104983004,25.0,10.0,25.0,15.0,10,76.6,favorable,favorable,28.448591934479552,7.4031912700883495
2021-05-13,309.8971252441406,171.29347740278246,7273.574461520108,72.73574461520109,-0.0651913973050412,-0.04248418120622166,0.06628491291098781,0.1739211579894336,0.4329896907216495,0.7010309278350515,-0.061327448164405385,25.0,22.0,25.0,8.0,20,71.4,favorable,favorable,41.654414893724564,6.857911930317262
2021-05-14,316.7387390136719,175.07513175890634,7605.212618446165,76.05212618446166,-0.04567123993285149,-0.01704723837106059,0.04567123993285149,0.19554837230329997,0.5360824742268041,0.7628865979381443,-0.0398500389690748,25.0,22.0,18.0,15.0,0,70.2,favorable,favorable,41.75042863097762,5.551621824866704
2021-05-17,314.81719970703125,174.01301429156518,7978.554053147804,79.78554053147803,-0.04269963504299901,-0.018730895395109526,0.05146080716304591,0.19440997505719104,0.4742268041237113,0.711340206185567,-0.027969054633385948,25.0,22.0,25.0,15.0,0,73.0,favorable,favorable,41.85366741166372,5.5023347386033095
2021-05-18,312.6920471191406,172.83835100127322,8269.700605690146,82.69700605690147,-0.04218052408408679,0.0005799604193370556,0.05786385795648741,0.19422901684338348,0.4329896907216495,0.7216494845360825,-0.024793429683335422,25.0,22.0,25.0,15.0,0,75.8,favorable,favorable,30.080984651050755,5.831406538930706
2021-05-19,313.0510559082031,173.0367906087663,7917.058154870852,79.17058154870851,-0.04922050046426474,0.004720337579456224,0.05678217021097787,0.19059029571720412,0.4536082474226804,0.7628865979381443,-0.03269971200272448,25.0,22.0,25.0,15.0,0,80.2,favorable,favorable,42.64517241726053,7.052310198705269
2021-05-20,319.1065368652344,176.38391552855714,8311.629741092947,83.11629741092948,-0.019003582216527315,0.015781381614526246,0.038537102836745385,0.20186177366260613,0.5876288659793815,0.8144329896907216,-0.002481728352611956,25.0,35.0,18.0,15.0,0,86.8,favorable,favorable,29.211217916847975,4.196697876331834
2021-05-21,317.3403625488281,175.40767497737951,8683.607996776465,86.83607996776466,-0.03656225742905228,0.04664862566717676,0.04385855783365267,0.1959861614437265,0.5360824742268041,0.7731958762886598,-0.017916476790326152,25.0,22.0,18.0,15.0,0,86.8,favorable,favorable,17.501445305599695,5.4277836583719985
2021-05-24,322.6777038574219,178.35785320866927,9078.85507755061,90.78855077550611,-0.026695694725609953,0.059814155949752035,0.027777233746340557,0.2049842423551655,0.6288659793814433,0.8144329896907216,-0.014293705722860817,25.0,35.0,18.0,15.0,0,88.0,favorable,favorable,12.386031209099912,4.650445552434235
2021-05-25,323.1241455078125,178.6046207212514,9464.052169807928,94.64052169807928,-0.021108223328027864,0.030287024967509568,0.026432112186576928,0.2048567402083279,0.6391752577319587,0.8247422680412371,-0.00446152658622101,25.0,35.0,18.0,15.0,0,89.2,favorable,favorable,2.729132034986126,4.556970011329664
2021-05-26,324.249755859375,179.22679400268407,8992.7753402054,89.927753402054,-0.014366205492787443,0.050728190624057534,0.023040666181360026,0.2052415434268457,0.6804123711340206,0.8144329896907216,0.00354203198476033,25.0,35.0,18.0,15.0,0,90.4,favorable,favorable,13.180586952580997,4.838232714190727
2021-05-27,323.0367736816406,178.5563265529198,9434.751981802663,94.34751981802663,-0.021574361000769482,0.07808410023717238,0.02669536210288037,0.2048826646798419,0.6701030927835051,0.8041237113402062,0.002551387242953451,25.0,35.0,18.0,15.0,0,90.4,favorable,favorable,12.800981298919334,5.102534475033171
2021-05-28,324.0557861328125,179.119578587415,9905.95507341142,99.0595507341142,-0.012011897175607134,0.09947986590037128,0.023625093868410163,0.2042958566142413,0.7319587628865979,0.8144329896907216,0.013625627950618169,25.0,35.0,18.0,15.0,0,93.0,favorable,favorable,2.1391346479177287,6.046243122955253
2021-06-01,322.9786071777344,178.52417542304207,9486.855491483053,94.86855491483053,-0.010024109197246278,0.07956607481790146,0.026870616849815288,0.2037950947147257,0.6701030927835051,0.8041237113402062,0.014462433564191413,25.0,35.0,18.0,15.0,0,93.0,favorable,favorable,11.606398517853723,6.78498885467691
2021-06-02,323.609375,178.8728279432116,9058.695801891789,90.58695801891788,0.010086739174749004,0.11319339094333203,0.02497012347919847,0.19299931155307862,0.6907216494845361,0.7938144329896907,0.027639645797010726,25.0,35.0,18.0,15.0,0,93.0,favorable,favorable,11.965940252455631,6.408703783617398
2021-06-03,320.2419738769531,177.01152042794402,8636.594842283568,86.36594842283569,0.0029480512181965235,0.059809614416423296,0.0351160492614796,0.19649168714152412,0.6288659793814433,0.7628865979381443,0.017608313052396074,25.0,35.0,18.0,15.0,0,93.0,favorable,favorable,23.163715576359433,7.570083313885134
2021-06-04,325.67633056640625,180.01532323524708,8981.567973028486,89.81567973028487,0.01233747409337238,0.08087959146053669,0.018742419381667097,0.20386454912571123,0.711340206185567,0.8041237113402062,0.023084046144709713,25.0,35.0,6.0,15.0,0,90.6,favorable,favorable,23.59895727634951,6.9892769347742245
2021-06-07,326.646728515625,180.55170394241,8532.98105849898,85.3298105849898,0.007180976143772444,0.05969378501271616,0.015818625864860603,0.20219276144960455,0.6701030927835051,0.8041237113402062,0.009170555971663719,25.0,35.0,6.0,15.0,0,88.2,favorable,favorable,35.93928288922284,7.132468076041998
