variant,date,cash,position_value,equity,open_tickers,open_count
pca_defactored,2025-03-13,5284.099501190494,4715.900498809506,10000.0,CTAS,1
pca_defactored,2025-03-14,5329.121968288376,5142.468081592576,10471.590049880951,MNST,1
pca_defactored,2025-03-17,5514.7544435104055,5471.082414529804,10985.83685804021,PANW,1
pca_defactored,2025-03-18,5412.4695316555035,5026.259084931725,10438.728616587228,INSM,1
pca_defactored,2025-03-19,5546.142056964815,5395.2124681155865,10941.354525080402,ISRG,1
pca_defactored,2025-03-20,6269.973751952912,5210.902019939049,11480.87577189196,GOOGL,1
pca_defactored,2025-03-21,6111.130834488549,5890.835139397317,12001.965973885866,BKR,1
pca_defactored,2025-03-24,6296.070804809649,6294.97868301595,12591.0494878256,WDC,1
pca_defactored,2025-03-25,6566.763216359714,5394.788403164292,11961.551619524005,APP,1
pca_defactored,2025-03-26,11422.072779207576,0.0,11422.072779207576,,0
pca_defactored,2025-03-27,5963.369209416936,5458.703569790639,11422.072779207576,VRTX,1
pca_defactored,2025-03-28,5773.54681451526,5102.655607713253,10876.202422228513,FANG,1
pca_defactored,2025-03-31,5429.9217511939,4936.015110263287,10365.936861457187,EA,1
pca_defactored,2025-04-01,6611.131812232789,4248.406560250726,10859.538372483516,COST,1
pca_defactored,2025-04-02,6200.170109443957,5084.208919064632,11284.379028508589,ADI,1
pca_defactored,2025-04-03,6637.317138675002,4138.640997927125,10775.958136602127,VRTX,1
pca_defactored,2025-04-04,10362.094036809414,0.0,10362.094036809414,,0
pca_defactored,2025-04-07,10362.094036809414,0.0,10362.094036809414,,0
pca_defactored,2025-04-08,6953.655650775863,3408.4383860335515,10362.094036809414,META,1
pca_defactored,2025-04-09,6069.322758324381,4633.6151170883895,10702.93787541277,COST,1
pca_defactored,2025-04-10,10239.57636370393,0.0,10239.57636370393,,0
pca_defactored,2025-04-11,5931.797500435962,4307.7788632679685,10239.57636370393,ISRG,1
pca_defactored,2025-04-14,6451.2829531562875,4219.071296874439,10670.354250030727,VRTX,1
pca_defactored,2025-04-15,6767.561877049221,4324.69950266895,11092.261379718171,VRTX,1
pca_defactored,2025-04-16,10659.791429451276,0.0,10659.791429451276,,0
pca_defactored,2025-04-17,5857.255834515452,4802.535594935824,10659.791429451276,ALNY,1
pca_defactored,2025-04-21,10179.537869957694,0.0,10179.537869957694,,0
pca_defactored,2025-04-22,6000.087086715692,4179.450783242002,10179.537869957694,ISRG,1
pca_defactored,2025-04-23,5494.736239533232,5102.746708748663,10597.482948281895,VRTX,1
pca_defactored,2025-04-24,6561.785692614152,3525.422584792878,10087.20827740703,DASH,1
pca_defactored,2025-04-25,5582.913896535784,4856.836639350534,10439.750535886318,BKR,1
pca_defactored,2025-04-28,6080.920641848417,4844.513557972954,10925.434199821371,VRTX,1
pca_defactored,2025-04-29,5784.711568218938,4656.271275805138,10440.982844024076,COST,1
pca_defactored,2025-04-30,5822.739075041493,5083.870896563097,10906.60997160459,WMT,1
pca_defactored,2025-05-01,5846.064096569049,5568.93296469185,11414.9970612609,INSM,1
pca_defactored,2025-05-02,11971.890357730084,0.0,11971.890357730084,,0
pca_defactored,2025-05-05,8048.626960808407,3923.2633969216777,11971.890357730084,COST,1
pca_defactored,2025-05-06,7580.276800127089,4783.939897295164,12364.216697422253,ROP,1
pca_defactored,2025-05-07,12842.61068715177,0.0,12842.61068715177,,0
pca_defactored,2025-05-08,7025.950550951107,5816.660136200662,12842.61068715177,AAPL,1
pca_defactored,2025-05-09,8415.165964890575,5009.110735881261,13424.276700771836,MSTR,1
pca_defactored,2025-05-12,6526.613382256837,6396.752244926873,12923.36562718371,MNST,1
pca_defactored,2025-05-13,8069.5519057854235,4214.1384969056,12283.690402691023,ASML,1
pca_defactored,2025-05-14,6662.570411421703,6042.533840959882,12705.104252381585,ISRG,1
pca_defactored,2025-05-15,6051.3184097634785,6049.532458522119,12100.850868285597,INSM,1
pca_defactored,2025-05-16,6491.753855892003,6214.0502582458075,12705.80411413781,PLTR,1
pca_defactored,2025-05-19,6052.535554960493,6031.863533352739,12084.399088313232,ADSK,1
pca_defactored,2025-05-20,5920.482181187252,5560.730553790707,11481.212734977958,VRSK,1
pca_defactored,2025-05-21,6361.476410561432,5675.809379795597,12037.28579035703,ROST,1
pca_defactored,2025-05-22,6827.446739888539,5777.4199884480495,12604.866728336588,AVGO,1
pca_defactored,2025-05-23,6688.987461709373,5338.137267782412,12027.124729491785,VRSK,1
pca_defactored,2025-05-27,7745.966060159275,4814.972396110752,12560.938456270027,MSTR,1
pca_defactored,2025-05-28,8460.457054566261,3618.984162092692,12079.441216658954,APP,1
pca_defactored,2025-05-29,6445.280726580066,5272.262073869617,11717.542800449683,VRSK,1
pca_defactored,2025-05-30,6155.101919060165,6089.66708877648,12244.769007836645,BKR,1
pca_defactored,2025-06-02,7567.5219496732625,4068.2803492857347,11635.802298958997,KLAC,1
pca_defactored,2025-06-03,6103.573667414656,5939.056666472914,12042.63033388757,PLTR,1
pca_defactored,2025-06-04,5818.069205494885,5630.655461745393,11448.724667240278,BKR,1
pca_defactored,2025-06-05,6534.5763751948625,5477.213838219955,12011.790213414817,TTWO,1
pca_defactored,2025-06-06,6295.425511520665,6264.086085716148,12559.511597236813,WMT,1
