position_id,ticker,asset_type,execution_mode,contract_symbol,expiry,strike,entry_timestamp,entry_trade_date,entry_slot,entry_spot,entry_option_price,entry_bid,entry_ask,entry_iv_pct,contracts,allocated_cash,success_rate,matched_signals,current_drop_pct,rolling_sigma_20d_pct,planned_tp_day1,planned_tp_day2,planned_stop,option_open_interest,option_volume,option_spread_pct,option_liquidity_status,asof_et,current_spot,current_option_price,current_bid,current_ask,current_iv_pct,position_value,unrealized_pnl,unrealized_return_pct,business_days_held,session,spot_price_source,spot_data_asof_et
INTC_20260422T145003,INTC,option,option,INTC260618C00065000,2026-06-18,65.0,2026-04-22T14:50:03.700065-04:00,2026-04-22,entry_1500,65.31990051269531,7.45,7.4,7.5,70.65459033203125,8,5960.0,100.0,34,1.42,73.47,8.567499999999999,8.567499999999999,6.556,19823.0,361.0,0.01342281879194626,ok,2026-04-23T10:45:01.157429-04:00,66.9000015258789,8.125,8.05,8.2,68.8723815917969,6500.0,539.9999999999999,9.060402684563762,1,regular,1m pre/post close,2026-04-23T10:46:00-04:00
ROST_20260421T145005,ROST,share,share_fallback,ROST,,,2026-04-21T14:50:05.712479-04:00,2026-04-21,entry_1500,225.9149932861328,225.9149932861328,,,,26,5873.789825439453,95.24,21,1.02,25.78,232.6924430847168,232.6924430847168,219.1375434875488,88.0,6.0,0.17040358744394624,"low_open_interest,low_volume,wide_spread",2026-04-23T10:45:01.157429-04:00,227.53500366210938,227.53500366210938,,,,5915.910095214844,42.120269775390625,0.7170884731518168,2,regular,1m pre/post close,2026-04-23T10:46:00-04:00
