position_id,ticker,asset_type,execution_mode,contract_symbol,expiry,strike,entry_timestamp,entry_trade_date,entry_slot,entry_spot,entry_option_price,entry_bid,entry_ask,entry_iv_pct,contracts,allocated_cash,success_rate,matched_signals,current_drop_pct,rolling_sigma_20d_pct,planned_tp_day1,planned_tp_day2,planned_stop,option_open_interest,option_volume,option_spread_pct,option_liquidity_status,asof_et,current_spot,current_option_price,current_bid,current_ask,current_iv_pct,position_value,unrealized_pnl,unrealized_return_pct,business_days_held,session
REGN_20260413T145005,REGN,share,share_fallback,REGN,,,2026-04-13T14:50:05.902241-04:00,2026-04-13,entry_1500,739.5,739.5,,,,8,5916.0,100.0,24,1.25,24.22,761.6850000000001,761.6850000000001,717.3149999999999,89.0,1.0,0.06642066420664214,"low_open_interest,low_volume",2026-04-13T15:05:02.884164-04:00,740.9550170898438,740.9550170898438,,,,5927.64013671875,11.64013671875,0.1967568748943549,0,regular
