position_id,ticker,contract_symbol,expiry,strike,entry_timestamp,entry_trade_date,entry_slot,entry_spot,entry_option_price,entry_bid,entry_ask,entry_iv_pct,contracts,allocated_cash,success_rate,matched_signals,current_drop_pct,rolling_sigma_20d_pct,planned_tp_day1,planned_tp_day2,planned_stop,asof_et,current_spot,current_option_price,current_bid,current_ask,current_iv_pct,position_value,unrealized_pnl,unrealized_return_pct,business_days_held,session
FANG_20260330T150004,FANG,FANG260515C00200000,2026-05-15,200.0,2026-03-30T15:00:04.861501-04:00,2026-03-30,entry_1500,198.6999969482422,11.5,11.3,11.7,43.311113769531254,3,3450.0,100.0,15,1.56,24.78,12.65,13.225,10.35,2026-03-31T09:30:05.890178-04:00,199.60000610351562,11.65,0.0,0.0,0.196310546875,3495.0,45.00000000000011,1.304347826086949,1,regular
