label,lookback_days,success_rate_gate,min_matched_signals,trade_start,trade_end,final_equity,total_return_pct,max_drawdown_pct,trade_count,win_rate_pct,avg_trade_return_pct
matched_6,60,80.0,6,2021-01-01,2026-03-13,5827452.446780885,58174.52446780885,-71.81199005314289,1282,56.31825273010921,1.2714573029010166
matched_8,60,80.0,8,2021-01-01,2026-03-13,7939547.948744736,79295.47948744736,-63.665866643997205,1279,56.5285379202502,1.3135326523214257
matched_10,60,80.0,10,2021-01-01,2026-03-13,9525897.68214627,95158.9768214627,-62.41466088269835,1279,56.68491008600469,1.3448070854723249
matched_12,60,80.0,12,2021-01-01,2026-03-13,12974001.923200686,129640.01923200686,-62.51680132564717,1275,56.94117647058824,1.396084911622826
matched_15,60,80.0,15,2021-01-01,2026-03-13,9862572.81691105,98525.72816911049,-60.29851288662071,1270,56.69291338582677,1.3464631986764592
