variant,ticker,entry_date,exit_date,success_rate,matched_signals,allocated_cash,contracts,entry_option_price,exit_option_price,entry_spot,exit_spot_close,pnl,return_pct,exit_reason
window_126d,GEHC,2025-03-17,2025-03-18,95.40229885057471,87,4783.036114792553,22,2.174107324905706,1.9566965924151356,82.47000122070312,82.13999938964844,-478.30361147925487,-9.999999999999991,stop
window_126d,ROP,2025-03-18,2025-03-19,90.9090909090909,33,4591.572708254152,3,15.305242360847172,16.83576659693189,576.8599853515625,577.8300170898438,459.15727082541525,10.000000000000002,tp_day1
window_126d,GEHC,2025-03-19,2025-03-20,95.34883720930233,86,4957.111608595916,23,2.155265916780833,1.9397393251027497,82.4000015258789,81.80999755859375,-495.7111608595915,-9.999999999999998,stop
window_126d,TTWO,2025-03-20,2025-03-21,92.15686274509804,51,4146.644217420102,6,6.9110736957001695,6.2199663261301525,209.6300048828125,213.47000122070312,-414.66442174201075,-10.000000000000012,stop
window_126d,BKR,2025-03-21,2025-03-24,100.0,18,4462.749195727088,25,1.785099678290835,1.9636096461199186,44.11000061035156,44.599998474121094,446.2749195727092,10.00000000000001,tp_day1
window_126d,TTWO,2025-03-24,2025-03-25,92.98245614035088,57,4255.214704970876,6,7.092024508284793,7.801226959113273,213.50999450683594,217.9499969482422,425.52147049708856,10.000000000000025,tp_day1
window_126d,GEHC,2025-03-25,2025-03-26,94.79166666666666,96,4883.809555503005,22,2.2199134343195475,1.9979220908875928,82.45999908447266,81.0,-488.3809555503012,-10.000000000000014,stop
window_126d,INSM,2025-03-27,2025-03-28,93.33333333333333,90,4426.013607083846,12,3.688344672569872,3.319510205312885,77.69000244140625,77.98999786376953,-442.60136070838416,-9.99999999999999,stop
window_126d,FANG,2025-03-28,2025-03-31,92.85714285714286,14,4373.70562023362,6,7.289509367056033,6.56055843035043,157.5399932861328,159.8800048828125,-437.37056202336134,-9.999999999999986,stop
window_126d,COST,2025-03-31,2025-04-01,92.5925925925926,54,4173.2077783709965,1,41.73207778370996,45.90528556208096,945.780029296875,954.4000244140625,417.32077783709974,10.000000000000002,tp_day1
window_126d,VRSK,2025-04-01,2025-04-02,96.875,32,4186.321400301763,6,6.977202333836272,6.279482100452644,298.6099853515625,299.7099914550781,-418.6321400301763,-10.0,stop
window_126d,TMUS,2025-04-02,2025-04-03,100.0,12,3858.869033971423,5,7.717738067942847,8.489511874737133,264.55999755859375,267.8900146484375,385.8869033971432,10.000000000000025,tp_day1
window_126d,VRTX,2025-04-03,2025-04-04,87.32394366197182,71,4138.640997927125,3,13.795469993090416,12.415922993781374,484.010009765625,474.6199951171875,-413.86409979271275,-10.000000000000005,stop
window_126d,TMUS,2025-04-07,2025-04-08,100.0,12,3364.788663290995,3,11.215962210969984,10.094365989872985,246.6699981689453,246.3000030517578,-336.4788663290992,-9.999999999999993,stop
window_126d,COST,2025-04-08,2025-04-09,91.48936170212765,47,3574.5789651175683,1,35.745789651175684,39.32036861629326,908.75,965.1900024414062,357.45789651175755,10.00000000000002,tp_day1
window_126d,BKR,2025-04-09,2025-04-10,100.0,11,4105.734263397178,11,3.732485693997435,3.3592371245976915,38.75,36.65999984741211,-410.573426339718,-10.000000000000005,stop
window_126d,EA,2025-04-10,2025-04-11,87.2340425531915,47,4013.116114471897,7,5.733023020674139,6.306325322741554,139.38999938964844,142.92999267578125,401.31161144719044,10.000000000000018,tp_day1
window_126d,VRSK,2025-04-11,2025-04-14,96.42857142857143,28,3940.677189469922,3,13.135590631566405,14.449149694723047,291.8800048828125,295.1000061035156,394.06771894699204,9.999999999999996,tp_day1
window_126d,VRTX,2025-04-14,2025-04-15,90.47619047619048,105,4219.071296874439,3,14.063570989581462,15.46992808853961,495.8299865722656,500.489990234375,421.90712968744447,10.000000000000012,tp_day1
window_126d,TTWO,2025-04-15,2025-04-16,93.75,80,4535.69828633598,4,11.33924571583995,10.205321144255954,214.60000610351562,211.39999389648438,-453.56982863359826,-10.000000000000005,stop
window_126d,ADSK,2025-04-21,2025-04-22,90.0,10,3113.619213394555,2,15.568096066972775,17.124905673670053,254.27000427246094,261.1400146484375,311.3619213394554,9.999999999999996,tp_day1
window_126d,ISRG,2025-04-22,2025-04-23,88.57142857142857,70,4179.450783242002,1,41.794507832420024,45.97395861566203,478.739990234375,487.92999267578125,417.94507832420095,10.000000000000018,tp_day1
window_126d,TMUS,2025-04-23,2025-04-24,100.0,15,3884.8224470493396,3,12.949408156831131,14.244348972514246,259.3500061035156,262.17999267578125,388.4822447049337,9.999999999999993,tp_day1
window_126d,BKR,2025-04-25,2025-04-28,96.0,25,4856.839690125011,13,3.7360305308653934,4.109633583951933,36.45000076293945,36.209999084472656,485.6839690125016,10.000000000000012,tp_day1
window_126d,VRSK,2025-04-28,2025-04-29,95.1219512195122,41,4152.843620443915,3,13.842812068146381,15.227093274961021,288.4100036621094,292.3699951171875,415.28436204439095,9.999999999999986,tp_day1
window_126d,VRSK,2025-04-29,2025-04-30,95.74468085106383,47,4226.661419616581,3,14.088871398721938,15.497758538594134,292.3699951171875,296.42999267578125,422.6661419616594,10.00000000000003,tp_day1
window_126d,VRSK,2025-04-30,2025-05-02,92.85714285714286,28,4322.69830514185,3,14.408994350472836,12.968094915425553,296.42999267578125,293.8999938964844,-432.2698305141839,-9.999999999999973,stop
window_126d,TMUS,2025-05-01,2025-05-02,100.0,18,5460.274675078989,3,18.200915583596633,20.021007141956296,247.0,248.8800048828125,546.0274675078999,10.000000000000018,tp_day1
