variant,ticker,entry_date,exit_date,success_rate,matched_signals,allocated_cash,contracts,entry_option_price,exit_option_price,entry_spot,exit_spot_close,pnl,return_pct,exit_reason
kappa_signal,GEHC,2025-03-17,2025-03-18,94.70588235294117,170,4783.036114792553,22,2.174107324905706,1.9566965924151356,82.47000122070312,82.13999938964844,-478.30361147925487,-9.999999999999991,stop
kappa_signal,GEHC,2025-03-18,2025-03-19,85.48387096774194,62,4677.699637062242,22,2.1262271077555646,2.3388498185311213,82.13999938964844,82.4000015258789,467.7699637062251,10.00000000000002,tp_day1
kappa_signal,GEHC,2025-03-19,2025-03-20,94.67455621301775,169,4957.111608595916,23,2.155265916780833,1.9397393251027497,82.4000015258789,81.80999755859375,-495.7111608595915,-9.999999999999998,stop
kappa_signal,META,2025-03-20,2025-03-21,89.07563025210085,119,2999.277708260062,1,29.992777082600618,32.992054790860685,586.0,596.25,299.9277708260065,10.00000000000001,tp_day1
kappa_signal,VRSK,2025-03-21,2025-03-24,84.61538461538461,13,4354.892118270325,5,8.709784236540651,9.580762660194717,285.1600036621094,285.3999938964844,435.4892118270327,10.000000000000005,tp_day1
kappa_signal,CTAS,2025-03-25,2025-03-26,85.71428571428571,35,5108.704057102182,9,5.676337841224646,6.243971625347111,193.4600067138672,204.7100067138672,510.8704057102186,10.000000000000009,tp_day1
kappa_signal,GEHC,2025-03-26,2025-03-27,80.0,20,5345.043437973692,24,2.227101432489038,2.449811575737942,81.0,81.66000366210938,534.5043437973691,9.999999999999998,tp_day1
kappa_signal,GEHC,2025-03-31,2025-04-01,90.47619047619048,105,5632.727499266619,25,2.2530909997066475,2.0277818997359827,80.70999908447266,79.56999969482422,-563.2727499266621,-10.000000000000004,stop
kappa_signal,KLAC,2025-04-01,2025-04-02,80.95238095238095,42,3427.7061713305075,1,34.27706171330507,30.849355541974568,682.4600219726562,686.1900024414062,-342.77061713305056,-9.999999999999995,stop
kappa_signal,GOOG,2025-04-02,2025-04-03,81.66666666666667,60,5056.725474713759,7,7.223893535305369,6.501504181774832,158.86000061035156,152.6300048828125,-505.6725474713767,-10.000000000000016,stop
kappa_signal,INSM,2025-04-03,2025-04-04,88.88888888888889,45,4887.048860234639,16,3.054405537646649,2.7489649838819843,73.33000183105469,69.18000030517578,-488.7048860234636,-9.999999999999995,stop
kappa_signal,PCAR,2025-04-04,2025-04-07,80.0,10,4306.783931575464,10,4.306783931575464,3.8761055384179177,90.87999725341797,88.13999938964844,-430.67839315754554,-9.99999999999998,stop
kappa_signal,PANW,2025-04-08,2025-04-09,80.20833333333334,96,4304.708015036807,5,8.609416030073616,9.470357633080978,152.52999877929688,173.02000427246094,430.4708015036813,10.000000000000012,tp_day1
kappa_signal,ROP,2025-04-09,2025-04-10,93.02325581395348,43,2727.6145169224333,1,27.276145169224332,24.5485306523019,553.760009765625,549.5999755859375,-272.76145169224355,-10.000000000000009,stop
kappa_signal,ROP,2025-04-11,2025-04-14,87.09677419354838,31,2790.541733846426,1,27.905417338464257,30.695959072310686,560.1599731445312,565.8800048828125,279.0541733846426,10.0,tp_day1
kappa_signal,PCAR,2025-04-21,2025-04-22,80.0,10,4405.716592837529,8,5.507145741046911,6.057860315151603,87.29000091552734,88.55999755859375,440.57165928375343,10.000000000000012,tp_day1
kappa_signal,FTNT,2025-04-22,2025-04-23,88.09523809523809,84,4901.795386595915,6,8.169658977659859,8.986624875425846,94.37000274658203,97.0,490.17953865959225,10.000000000000014,tp_day1
kappa_signal,TMUS,2025-04-23,2025-04-24,100.0,17,3884.8224470493396,3,12.949408156831131,14.244348972514246,259.3500061035156,262.17999267578125,388.4822447049337,9.999999999999993,tp_day1
kappa_signal,LIN,2025-04-24,2025-04-28,95.23809523809523,21,5159.499544057343,2,25.797497720286714,26.674991485450477,449.5299987792969,448.0,175.49875303275257,3.401468524886104,time_exit
kappa_signal,BKR,2025-04-25,2025-04-28,93.54838709677419,31,5230.442743211551,14,3.7360305308653934,4.109633583951933,36.45000076293945,36.209999084472656,523.0442743211552,10.000000000000002,tp_day1
kappa_signal,VRTX,2025-04-28,2025-04-29,89.28571428571429,140,4844.513557972954,3,16.148378526576515,14.533540673918864,496.489990234375,503.5,-484.45135579729504,-9.999999999999993,stop
kappa_signal,PLTR,2025-04-29,2025-04-30,90.84507042253522,142,4219.713285849831,3,14.065710952832768,12.659139857549492,116.08000183105469,118.44000244140625,-421.971328584983,-9.999999999999998,stop
kappa_signal,EA,2025-04-30,2025-05-01,82.14285714285714,28,4750.864786465932,7,6.786949694951332,7.465644664446466,145.08999633789062,145.10000610351562,475.0864786465945,10.000000000000027,tp_day1
kappa_signal,TMUS,2025-05-01,2025-05-02,100.0,22,5460.274675078989,3,18.200915583596633,20.021007141956296,247.0,248.8800048828125,546.0274675078999,10.000000000000018,tp_day1
kappa_signal,MNST,2025-05-02,2025-05-05,90.65420560747664,214,5653.688874964106,22,2.569858579529139,2.312872721576225,60.04999923706055,60.90999984741211,-565.36888749641,-9.999999999999991,stop
kappa_signal,MNST,2025-05-05,2025-05-06,88.32116788321169,137,5271.410483577225,23,2.291917601555315,2.0627258413997835,60.90999984741211,60.02000045776367,-527.1410483577229,-10.000000000000007,stop
kappa_signal,TTWO,2025-05-06,2025-05-07,89.23076923076924,65,4019.1834358384167,3,13.397278119461388,12.05755030751525,231.83999633789062,226.33999633789062,-401.9183435838413,-9.999999999999991,stop
kappa_signal,AAPL,2025-05-08,2025-05-09,87.25490196078431,102,4847.211141600517,5,9.694422283201034,10.663864511521139,197.49000549316406,198.52999877929688,484.721114160051,9.999999999999986,tp_day1
kappa_signal,FTNT,2025-05-09,2025-05-12,86.79245283018868,53,5015.239975773118,9,5.572488861970132,6.129737748167146,97.41999816894531,102.04000091552734,501.5239975773129,10.000000000000021,tp_day1
kappa_signal,INTU,2025-05-13,2025-05-14,83.05084745762711,59,4268.974843306422,2,21.344874216532112,23.479361638185324,656.7999877929688,652.8300170898438,426.8974843306423,10.000000000000002,tp_day1
kappa_signal,WBD,2025-05-14,2025-05-15,80.0,120,5674.611397413468,132,0.4298948028343536,0.38690532255091825,9.210000038146973,9.140000343322754,-567.4611397413473,-10.00000000000001,stop
kappa_signal,WBD,2025-05-15,2025-05-16,80.0,120,5426.145534037118,142,0.3821229249321914,0.3439106324389723,9.140000343322754,9.15999984741211,-542.6145534037114,-9.999999999999993,stop
kappa_signal,SBUX,2025-05-16,2025-05-20,83.33333333333334,12,4900.075106572813,11,4.454613733248011,4.786607376042156,85.56999969482422,85.58999633789062,365.1930070735589,7.4528042760752795,time_exit
kappa_signal,DASH,2025-05-19,2025-05-20,91.57894736842105,95,3947.2075448926626,3,13.157358482975543,14.473094331273098,202.17999267578125,205.17999267578125,394.72075448926716,10.000000000000023,tp_day1
kappa_signal,INTU,2025-05-20,2025-05-21,86.25,80,5287.839763820928,3,17.626132546069762,15.863519291462786,671.1599731445312,659.97998046875,-528.7839763820921,-9.999999999999986,stop
kappa_signal,MSTR,2025-05-21,2025-05-22,88.05970149253731,67,4577.422794100545,2,22.887113970502725,25.175825367553,402.69000244140625,399.4599914550781,457.74227941005483,10.000000000000007,tp_day1
