variant,ticker,entry_date,exit_date,success_rate,matched_signals,allocated_cash,contracts,entry_option_price,exit_option_price,entry_spot,exit_spot_close,pnl,return_pct,exit_reason
window_252d_recent_weighted,VRSK,2025-03-13,2025-03-14,99.17874300202885,53,4502.757791733268,5,9.005515583466536,9.90606714181319,289.5,288.5799865722656,450.27577917332655,9.999999999999993,tp_day1
window_252d_recent_weighted,TMUS,2025-03-14,2025-03-17,100.0,10,4649.646439571371,5,9.299292879142742,10.229222167057017,255.97999572753906,260.1700134277344,464.964643957137,9.999999999999998,tp_day1
window_252d_recent_weighted,GEHC,2025-03-17,2025-03-18,96.34063022301795,170,5435.263449124423,25,2.174105379649769,1.956694841684792,82.47000122070312,82.13999938964844,-543.5263449124423,-10.0,stop
window_252d_recent_weighted,VRSK,2025-03-18,2025-03-19,96.93470980505244,12,4497.251300910695,5,8.99450260182139,9.89395286200353,288.92999267578125,289.739990234375,449.72513009107024,10.000000000000016,tp_day1
window_252d_recent_weighted,GEHC,2025-03-19,2025-03-20,96.43565890400724,169,5388.164111996263,25,2.1552656447985052,1.9397390803186547,82.4000015258789,81.80999755859375,-538.8164111996266,-10.000000000000005,stop
window_252d_recent_weighted,ROP,2025-03-20,2025-03-21,91.0401743347326,37,4507.1054297221235,3,15.023684765740411,13.52131628916637,575.4500122070312,572.1799926757812,-450.71054297221235,-10.0,stop
window_252d_recent_weighted,BKR,2025-03-21,2025-03-24,98.74457931241649,22,4819.768978758848,27,1.7850996217625361,1.96360958393879,44.11000061035156,44.599998474121094,481.9768978758848,10.0,tp_day1
window_252d_recent_weighted,VRTX,2025-03-24,2025-03-25,91.16597458185957,169,4003.008258472627,3,13.343360861575423,12.009024775417881,511.739990234375,509.0400085449219,-400.3008258472628,-10.000000000000002,stop
window_252d_recent_weighted,GEHC,2025-03-25,2025-03-26,95.4652679826356,191,4883.809113414238,22,2.219913233370108,1.9979219100330974,82.45999908447266,81.0,-488.3809113414236,-9.999999999999996,stop
window_252d_recent_weighted,INSM,2025-03-27,2025-03-28,94.02853085633528,190,4426.013607083846,12,3.688344672569872,3.319510205312885,77.69000244140625,77.98999786376953,-442.60136070838416,-9.99999999999999,stop
window_252d_recent_weighted,FANG,2025-03-28,2025-03-31,90.23386657935346,18,4373.710713694731,6,7.289517856157883,6.560566070542095,157.5399932861328,159.8800048828125,-437.3710713694736,-10.000000000000012,stop
window_252d_recent_weighted,INTU,2025-03-31,2025-04-01,92.6873496541626,103,2462.4042611924524,1,24.624042611924523,27.086446873116977,613.989990234375,613.780029296875,246.24042611924506,9.999999999999993,tp_day1
window_252d_recent_weighted,VRSK,2025-04-01,2025-04-02,95.12834246475383,51,4186.31668107697,6,6.977194468461616,6.279475021615455,298.6099853515625,299.7099914550781,-418.6316681076969,-9.999999999999998,stop
window_252d_recent_weighted,TMUS,2025-04-02,2025-04-03,100.0,14,3858.8639231474162,5,7.717727846294832,8.489500630924317,264.55999755859375,267.8900146484375,385.8863923147428,10.000000000000032,tp_day1
