date,cash,position_value,equity,open_tickers,open_count
2025-03-12,5077.769333501686,4922.230666498314,10000.0,AMGN,1
2025-03-13,5255.938646396698,5236.284420253135,10492.223066649833,PCAR,1
2025-03-14,6366.199720547982,4649.651788127165,11015.851508675147,TMUS,1
2025-03-17,5828.167712797564,5652.648974690301,11480.816687487864,GEHC,1
2025-03-18,6323.969062700771,4591.582727318064,10915.551790018835,ROP,1
2025-03-19,5979.497594635054,5395.2124681155865,11374.71006275064,ISRG,1
2025-03-20,5997.719408191086,5916.511901371114,11914.2313095622,GILD,1
2025-03-21,6477.3898560523485,6028.492643646963,12505.882499699312,LIN,1
2025-03-24,7771.387419433841,5337.344344630169,13108.73176406401,VRTX,1
2025-03-25,7124.496008534063,5450.501321066931,12574.997329600994,AMGN,1
2025-03-26,7518.663486784547,4511.283710709754,12029.9471974943,CHTR,1
2025-03-27,7875.505111176723,4605.570457388553,12481.075568565277,APP,1
2025-03-28,7110.0151708386475,5831.617443465486,12941.632614304133,FANG,1
2025-03-31,8185.269470675443,4173.201399282143,12358.470869957586,COST,1
2025-04-01,6496.3207043253215,6279.47030556048,12775.791009885801,VRSK,1
2025-04-02,6745.428397541742,5402.415581788013,12147.843979329755,TMUS,1
2025-04-03,6732.917300847164,5955.168236661391,12688.085537508556,ROST,1
2025-04-04,6684.8817405608015,6598.720620613895,13283.602361174697,CSX,1
2025-04-07,7015.749373107831,5607.980926005476,12623.730299113307,TMUS,1
2025-04-08,6834.547995703328,5228.384210809432,12062.93220651276,ADP,1
2025-04-09,6785.92400018895,5799.846627404753,12585.770627593703,TMUS,1
2025-04-10,8709.176628056453,4456.578662277725,13165.755290334178,CHTR,1
2025-04-11,7496.226591951262,6115.186564610688,13611.41315656195,ADI,1
2025-04-14,7191.14631823229,7031.785494790731,14222.93181302302,VRTX,1
2025-04-15,8122.562932998126,6803.547429503969,14926.110362502095,TTWO,1
2025-04-16,7146.5880578409015,7099.167561710798,14245.755619551699,INSM,1
2025-04-17,7797.610409468361,7158.061966254419,14955.67237572278,INSM,1
2025-04-21,7220.382879008598,7019.48330008874,14239.866179097338,XEL,1
2025-04-22,10762.363725864212,4179.450783242002,14941.814509106214,ISRG,1
2025-04-23,8885.0510658467,6474.708521583716,15359.759587430415,TMUS,1
2025-04-24,8113.840302519164,7893.390137069624,16007.230439588788,KDP,1
2025-04-25,8892.08089966413,7904.48855363162,16796.56945329575,TTWO,1
2025-04-28,9281.331102676284,8305.687205982626,17587.01830865891,VRSK,1
2025-04-29,9463.838790249136,8953.748239008035,18417.58702925717,PCAR,1
2025-04-30,9822.31502900795,7699.897176348418,17522.21220535637,ADP,1
2025-05-01,9471.85424256241,7280.368245159118,16752.222487721527,TMUS,1
2025-05-02,8908.855941304475,8571.403370932963,17480.25931223744,TRI,1
2025-05-05,9172.95833622921,7450.160638914931,16623.11897514414,VRSK,1
2025-05-06,9336.475363952448,8031.65967508319,17368.13503903564,VRSK,1
2025-05-07,9200.205526619555,8971.095479924405,18171.30100654396,GEHC,1
2025-05-08,10208.101999560611,8860.308554975789,19068.4105545364,ALNY,1
2025-05-09,9834.96043531374,8347.419263725082,18182.379699038822,VRSK,1
2025-05-12,9596.500463849592,7751.137308816719,17347.637772666312,TMUS,1
2025-05-13,1031.5097204012181,16171.159837508822,17202.66955791004,"MDLZ,TMUS",2
2025-05-14,7962.373335992516,7753.651631447287,15716.024967439804,EXC,1
2025-05-15,8551.378778774251,7940.011351810281,16491.390130584532,INSM,1
2025-05-16,8651.536037807968,8633.855227957592,17285.39126576556,VRSK,1
2025-05-19,9254.439839369375,8894.336949191946,18148.77678856132,ORLY,1
2025-05-20,11371.829170888124,7666.38131259239,19038.210483480514,COST,1
2025-05-21,9352.433520190276,8919.138832031,18271.572352221276,ROST,1
2025-05-22,10121.658044390548,9041.82819103383,19163.486235424378,VRSK,1
2025-05-23,400.58668862038394,19141.048885213168,19541.63557383355,"CSX,VRSK",2
2025-05-27,10848.248338121648,10643.619261534819,21491.867599656467,TRI,1
2025-05-28,13296.338747244656,9259.8907785653,22556.229525809955,MSTR,1
2025-05-29,11798.256378705366,11683.96222496112,23482.218603666486,TMUS,1
2025-05-30,14376.809449975588,10273.805376187009,24650.614826162597,AXON,1
2025-06-02,13309.49806685539,12368.497296925907,25677.995363781298,TMUS,1
2025-06-03,13725.676136624801,13189.16895684909,26914.84509347389,CTAS,1
2025-06-04,18041.72846775184,10192.033521406966,28233.761989158804,AXON,1
2025-06-05,18992.5317474351,10260.433593864404,29252.965341299503,AXON,1
2025-06-06,14608.917066886483,13618.00491502658,28226.921981913063,VRSK,1
2025-06-09,13523.132476470802,13341.989013939603,26865.121490410405,TRI,1
2025-06-10,13291.6384295886,12239.284159427845,25530.922589016445,TMUS,1
2025-06-11,12261.443689100077,12045.550483973584,24306.99417307366,VRSK,1
2025-06-12,13413.454099669672,12098.095121801349,25511.54922147102,ADP,1
2025-06-13,13986.090971064097,10315.64873822679,24301.739709290887,AXON,1
2025-06-16,13079.90174534242,12253.402837771147,25333.304583113568,INSM,1
2025-06-17,13777.000260863959,12781.644606026726,26558.644866890685,AXON,1
2025-06-18,12718.393076124736,12562.087330163278,25280.480406288014,GEHC,1
2025-06-20,13800.790480624537,10223.48119264715,24024.271673271687,AXON,1
2025-06-23,11753.431585683154,11248.491968323817,23001.92355400697,AMGN,1
2025-06-24,12131.703534337366,11995.069216501985,24126.77275083935,VRSK,1
2025-06-25,11489.922696466554,11437.343132722603,22927.265829189157,CSX,1
2025-06-26,12855.05663057975,11215.943511881671,24071.00014246142,DASH,1
2025-06-27,13091.353841138452,9858.0519501348,22949.405791273253,AXON,1
2025-06-30,12149.027749019679,11786.183237267058,23935.210986286736,AXON,1
2025-07-01,11742.331133442225,11014.261529117804,22756.59266256003,VRSK,1
2025-07-02,11069.893408632288,10585.273101015962,21655.16650964825,TRI,1
2025-07-03,11732.456235663782,10981.237584086068,22713.69381974985,VRSK,1
2025-07-07,12235.584513581594,11576.233064576863,23811.817578158458,VRSK,1
2025-07-08,12425.55932495044,10228.634946750333,22654.194271700773,ROP,1
2025-07-09,10857.633596128026,10773.697180897712,21631.330777025738,KDP,1
2025-07-10,10288.319318141745,10265.64174079422,20553.961058935965,KDP,1
2025-07-11,10166.84946625385,9360.547418602695,19527.396884856546,DASH,1
2025-07-14,10617.28528800109,9846.166338715724,20463.451626716815,TTWO,1
2025-07-15,10115.924873049165,9362.910119796079,19478.834992845244,TTWO,1
2025-07-16,9530.714939206035,9011.829041659603,18542.543980865637,TRI,1
2025-07-17,10190.673760512518,9253.053124519081,19443.7268850316,FTNT,1
2025-07-18,11128.590756776252,9240.441440707258,20369.03219748351,AXON,1
2025-07-21,10916.776996071681,10376.299345482557,21293.07634155424,ORLY,1
2025-07-22,11169.382812647787,11161.323463454706,22330.706276102494,ORLY,1
2025-07-23,10665.704631258002,10548.86929849902,21214.57392975702,DASH,1
2025-07-24,11687.639818348875,10581.821041258052,22269.460859606927,DASH,1
2025-07-25,12634.946216871655,10692.69674686108,23327.642963732735,DASH,1
2025-07-28,11419.574950765716,10838.79833828091,22258.373289046627,TTWO,1
2025-07-29,11134.635861365505,10039.857593853032,21174.493455218537,COST,1
2025-07-30,10171.48579800431,9999.021897828925,20170.507695833236,ADP,1
2025-07-31,10039.47357561966,9131.131930430682,19170.605506050342,DASH,1
2025-08-01,9427.892910104172,8829.599402903099,18257.49231300727,PAYX,1
2025-08-04,10244.616746214908,8895.835507082675,19140.452253297583,COST,1
2025-08-05,9246.648809022701,9004.219893566615,18250.868702589316,ORLY,1
2025-08-06,10377.455423925578,8773.8352680204,19151.29069194598,AMGN,1
2025-08-07,10083.735896815086,9944.938321932934,20028.67421874802,GILD,1
