label,universe_size,usable_tickers,final_equity,total_return_pct,max_drawdown_pct,trade_count,win_rate_pct,candidate_universe_size
qqq_only_filtered,97,97,92415.88791280528,824.1588791280527,-37.610192711565425,244,60.65573770491803,97
qqq_spy_filtered,502,501,48839.84555482505,388.3984555482505,-37.59235035364925,243,58.0246913580247,502
spy_only_filtered,492,491,44638.001816858865,346.38001816858866,-37.47956806042495,243,57.61316872427984,492
legacy_watchlist_11,11,10,23750.922298561247,137.50922298561247,-30.870802035665935,211,55.45023696682464,11
nasdaq_spy_filtered,1193,1159,19346.70773059173,93.4670773059173,-50.95630006944924,246,53.65853658536586,1193
