position_id,ticker,contract_symbol,expiry,strike,entry_timestamp,entry_trade_date,entry_slot,entry_spot,entry_option_price,entry_bid,entry_ask,entry_iv_pct,contracts,allocated_cash,success_rate,matched_signals,current_drop_pct,rolling_sigma_20d_pct,planned_tp_day1,planned_tp_day2,planned_stop,asof_et,current_spot,current_option_price,current_bid,current_ask,current_iv_pct,position_value,unrealized_pnl,unrealized_return_pct,business_days_held,session
REGN_20260403T145006,REGN,REGN260515C00760000,2026-05-15,760.0,2026-04-03T14:50:06.418885-04:00,2026-04-03,entry_1500,761.39,52.1,49.5,54.7,51.66979483032227,1,5210.0,93.33,15,2.04,27.37,57.31000000000001,59.915,46.89,2026-04-03T15:00:05.960286-04:00,761.39,52.1,49.5,54.7,51.66979483032227,5210.0,0.0,0.0,0,post
WDC_20260402T145005,WDC,WDC260501C00295000,2026-05-01,295.0,2026-04-02T14:50:05.884978-04:00,2026-04-02,entry_1500,294.7699890136719,27.425,26.05,28.8,81.84222259521484,1,2742.5,97.22,36,0.99,91.06,30.167500000000004,31.538749999999997,24.6825,2026-04-03T15:00:05.960286-04:00,294.2,27.25,26.1,28.4,82.37322314453124,2725.0,-17.50000000000007,-0.6381039197812188,1,post
